char,window,conv_lo,conv_hi,Ea_kJ_per_mol,A_1_per_min,m_o2,r2,n_runs,runs
WS,CR_early_0p00_0p06,0.0,0.06,17.05089025024757,0.0018308786013484651,-0.7660790998093431,0.7301194211847151,3,"5%,10%,20%"
WS,CR_mid_0p05_0p20,0.05,0.2,105.51715870957283,18580107.749480277,0.3274418964899824,0.9953828563123648,3,"5%,10%,20%"
WS,CR_std_0p10_0p80,0.1,0.8,120.53920586659589,559953590.8229754,0.4924625601034259,0.9951973708130456,3,"5%,10%,20%"
