T_C,yO2,k_iso_1_per_min,k_CR_pred_1_per_min,CR/ISO_ratio,percent_error_%,iso_r2,iso_n_points,time_window,regime,common_hi_used,src
225.0,0.05,0.00011476512673428756,2.9402839350992136e-05,0.2562001209571937,-74.37998790428063,0.9888297063540007,304,"(96.0, 326.3)",isothermal_225,0.016987485253129046,TG TEST 9 - ISOTHERMAL 225C 5% O2/ExpDat_WS500.xlsx
225.0,0.1,8.17913740283995e-05,4.136553091752732e-05,0.5057444187594212,-49.42555812405788,0.995866723776211,426,"(95.5, 326.3)",isothermal_225,0.016987485253129046,TG TEST 10 - ISOTHERMAL 225C 10% O2/ExpDat_WS500.xlsx
225.0,0.2,0.00018921467517270452,5.818993055783144e-05,0.30753391883964043,-69.24660811603596,0.9957375761767412,188,"(94.0, 326.3)",isothermal_225,0.016987485253129046,TG TEST 4 - ISOTHERMAL 225C 20% O2/ExpDat_WS.xlsx
250.0,0.05,8.297277784602842e-05,0.00011813787127310057,1.4238148262593737,42.38148262593737,0.979672899379676,162,"(120.0, 331.3)",isothermal_250,0.007632305888020753,TG TEST 12 - ISOTHERMAL 250C 5% O2/ExpDat_WS500.xlsx
250.0,0.1,4.984005628925589e-05,0.00016620772196508703,3.3348221157791254,233.48221157791252,0.9660066437482017,311,"(175.0, 331.3)",isothermal_250,0.007632305888020753,TG TEST 11 - ISOTHERMAL 250C 10% o2/ExpDat_WS500.xlsx
250.0,0.2,0.0002346201838728693,0.00023371967188030512,0.9961618306758633,-0.383816932413672,0.9698849582579145,65,"(98.0, 689.8)",isothermal_250,0.007632305888020753,TG TEST 3 - ISOTHERMAL 250C 20% O2/ExpDat_WS500.xlsx
