char,regime,T_C,yO2,o2_label,src,time_window,status,k_iso_1_per_min,iso_r2,n_points,T_mean_K,err,k_CR_pred_1_per_min,k_isoGlobal_pred_1_per_min,CR/ISO_ratio,ISOglob/ISO_ratio,CR/ISOglob_ratio,CR_vs_ISO_error_%,ISOglob_vs_ISO_error_%,CR_vs_ISOglob_diff_%
BRF,isothermal_225,225.0,0.05,5%,TG TEST 9 - ISOTHERMAL 225C 5% O2/ExpDat_BRF500.xlsx,"(102.0, 326.3)",OK,0.00018046077938395862,0.9626234257736683,447,498.15590492170026,,0.0001719543256068628,0.00014977549359009043,0.9528625898317938,0.8299614691978004,1.1480805136084011,-4.713741016820617,-17.003853080219955,14.808051360840114
BRF,isothermal_225,225.0,0.1,10%,TG TEST 10 - ISOTHERMAL 225C 10% O2/ExpDat_BRF500.xlsx,"(98.0, 326.3)",OK,0.00014005585041154672,0.9967432556325989,455,498.15546224175824,,0.00025181795835353584,0.00023752373835383782,1.7979824306773482,1.6959215745424905,1.0601801744059955,79.79824306773482,69.59215745424905,6.018017440599555
BRF,isothermal_225,225.0,0.2,20%,TG TEST 4 - ISOTHERMAL 225C 20% O2/ExpDat_BRF.xlsx,"(92.5, 326.3)",OK,0.0005301843504296382,0.9867200484467642,466,498.1542224248926,,0.00036875958879631766,0.0003766739262387341,0.6955308818479667,0.7104584017493049,0.9789888896174874,-30.446911815203325,-28.954159825069514,-2.1011110382512577
BRF,isothermal_250,250.0,0.05,5%,TG TEST 12 - ISOTHERMAL 250C 5% O2/ExpDat_BRF500.xlsx,"(99.0, 331.3)",OK,0.0003160718268640865,0.9991124730926735,463,523.1545118790497,,0.000552281983414269,0.00025469317094264563,1.7473306270088882,0.8058078869907181,2.168420854670805,74.73306270088882,-19.419211300928186,116.84208546708051
BRF,isothermal_250,250.0,0.1,10%,TG TEST 11 - ISOTHERMAL 250C 10% o2/ExpDat_BRF500.xlsx,"(98.5, 331.3)",OK,0.0003063825393856786,0.989956777559938,464,523.1535450215516,,0.0008087703667245124,0.0004039051187763874,2.639740398869209,1.318303319720012,2.002377115632122,163.9740398869209,31.830331972001204,100.23771156321222
BRF,isothermal_250,250.0,0.2,20%,TG TEST 3 - ISOTHERMAL 250C 20% O2/ExpDat_BRF 500.xlsx,"(94.0, 689.8)",OK,0.0006804603689644278,0.9867829301728932,1190,523.1539686722689,,0.0011844491621469423,0.0006405508715176218,1.7406585543688897,0.9413492698956986,1.8491102187413972,74.06585543688897,-5.8650730104301445,84.91102187413972
